transaction_id,transaction_date,drug_category,product_id,region,channel,customer_segment,units_sold,unit_price,gross_sales,discount_rate,discount_amount,net_sales,campaign_flag,month,quarter,average_selling_price
TXN-00023016,2024-09-12,Hypertension,HYP-01,North,Retail,Tier-2 Clinics,16,55.1,881.54,0.1216,107.19,774.35,0,2024-09,2024Q3,48.4
TXN-00021651,2024-09-12,Psychiatry,PSY-06,West,Hospital,Retail Chains,14,52.72,738.1,0.2661,196.4,541.7,0,2024-09,2024Q3,38.69
TXN-00012998,2024-09-12,Antidiabetics,ANT-03,North,Distributor,Tier-1 Hospitals,39,55.39,2160.33,0.3404,735.36,1424.97,1,2024-09,2024Q3,36.54
TXN-00012356,2024-09-12,Pediatrics,PED-02,West,Government,Specialty Centers,22,73.22,1610.76,0.2638,424.92,1185.84,1,2024-09,2024Q3,53.9
TXN-00012745,2024-09-12,Wound Care,WOU-03,South,Hospital,Tier-2 Clinics,24,72.54,1740.89,0.1958,340.86,1400.04,1,2024-09,2024Q3,58.34
TXN-00006458,2024-09-12,Pain Management,PAI-03,South,Hospital,Tier-1 Hospitals,23,193.78,4457.05,0.2426,1081.18,3375.87,1,2024-09,2024Q3,146.78
TXN-00015361,2024-09-12,Probiotics,PRO-02,East,Hospital,Independent Pharmacies,66,112.02,7393.19,0.2236,1652.93,5740.26,0,2024-09,2024Q3,86.97
TXN-00016277,2024-09-12,Smoking Cessation,SMO-05,North,Online,Tier-2 Clinics,20,93.99,1879.82,0.1685,316.79,1563.04,0,2024-09,2024Q3,78.15
TXN-00009385,2024-09-12,Hypertension,HYP-02,East,Retail,Tier-1 Hospitals,14,64.84,907.78,0.1751,158.92,748.87,0,2024-09,2024Q3,53.49
TXN-00024321,2024-09-12,Wound Care,WOU-07,West,Online,Tier-2 Clinics,11,61.16,672.81,0.0896,60.25,612.55,0,2024-09,2024Q3,55.69
TXN-00015742,2024-09-12,Immunology,IMM-01,East,Online,Tier-2 Clinics,29,85.3,2473.68,0.1381,341.69,2131.98,0,2024-09,2024Q3,73.52
TXN-00008905,2024-09-12,Dermatology,DER-04,North,Retail,Tier-2 Clinics,31,128.73,3990.72,0.1358,541.87,3448.86,0,2024-09,2024Q3,111.25
TXN-00019193,2024-09-12,Gastrointestinal,GAS-02,Central,Retail,Tier-1 Hospitals,15,59.32,889.78,0.2586,230.09,659.69,1,2024-09,2024Q3,43.98
TXN-00003903,2024-09-12,Urology,URO-07,South,Online,Tier-1 Hospitals,10,78.55,785.53,0.1389,109.12,676.41,0,2024-09,2024Q3,67.64
TXN-00018565,2024-09-12,Probiotics,PRO-05,West,Online,Independent Pharmacies,32,100.73,3223.37,0.1129,363.84,2859.52,0,2024-09,2024Q3,89.36
TXN-00006742,2024-09-12,Cardiology,CAR-07,Central,Hospital,Tier-1 Hospitals,19,59.02,1121.34,0.1466,164.36,956.98,0,2024-09,2024Q3,50.37
TXN-00003340,2024-09-12,Antidiabetics,ANT-06,West,Distributor,Specialty Centers,28,61.94,1734.45,0.3751,650.56,1083.89,1,2024-09,2024Q3,38.71
TXN-00009322,2024-09-12,Hypertension,HYP-01,South,Government,Tier-2 Clinics,32,58.14,1860.36,0.1847,343.67,1516.69,0,2024-09,2024Q3,47.4
TXN-00011782,2024-09-12,Anesthesia,ANE-04,East,Retail,Independent Pharmacies,14,64.27,899.85,0.2753,247.74,652.1,0,2024-09,2024Q3,46.58
TXN-00017317,2024-09-12,Probiotics,PRO-03,South,Government,Tier-1 Hospitals,75,111.42,8356.49,0.3281,2741.42,5615.07,0,2024-09,2024Q3,74.87
TXN-00008453,2024-09-12,Anticoagulants,ANT-03,East,Retail,Tier-2 Clinics,35,127.31,4455.68,0.1162,517.95,3937.74,0,2024-09,2024Q3,112.51
TXN-00021158,2024-09-12,Endocrinology,END-04,West,Government,Tier-2 Clinics,49,105.91,5189.51,0.2283,1184.52,4004.99,0,2024-09,2024Q3,81.73
TXN-00018555,2024-09-12,Antivirals,ANT-04,North,Online,Specialty Centers,15,65.5,982.57,0.0947,93.05,889.52,0,2024-09,2024Q3,59.3
TXN-00013545,2024-09-12,Dermatology,DER-05,West,Retail,Independent Pharmacies,22,142.35,3131.76,0.1954,611.98,2519.79,0,2024-09,2024Q3,114.54
TXN-00016508,2024-09-12,Analgesics,ANA-01,East,Hospital,Public Health,24,49.94,1198.58,0.1951,233.81,964.77,1,2024-09,2024Q3,40.2
TXN-00000143,2024-09-13,Urology,URO-01,West,Retail,Public Health,8,84.73,677.85,0.1214,82.31,595.54,0,2024-09,2024Q3,74.44
TXN-00022898,2024-09-13,Nephrology,NEP-05,West,Retail,Independent Pharmacies,19,46.75,888.21,0.2547,226.19,662.02,0,2024-09,2024Q3,34.84
TXN-00014686,2024-09-13,Rheumatology,RHE-08,East,Online,Tier-2 Clinics,19,51.39,976.33,0.1427,139.29,837.04,0,2024-09,2024Q3,44.05
TXN-00010702,2024-09-13,Diagnostic Aids,DIA-03,North,Retail,Tier-2 Clinics,12,81.47,977.59,0.2603,254.5,723.09,1,2024-09,2024Q3,60.26
TXN-00013301,2024-09-13,Liver Care,LIV-02,West,Hospital,Tier-2 Clinics,37,113.92,4214.91,0.2906,1224.75,2990.16,0,2024-09,2024Q3,80.82
TXN-00023784,2024-09-13,Hepatology,HEP-03,East,Retail,Tier-1 Hospitals,4,37.67,150.67,0.2699,40.67,110.0,0,2024-09,2024Q3,27.5
TXN-00003431,2024-09-13,Rare Disease,RAR-06,North,Online,Retail Chains,42,121.39,5098.49,0.3085,1572.67,3525.82,0,2024-09,2024Q3,83.95
TXN-00004205,2024-09-13,Diuretics,DIU-02,Central,Distributor,Tier-2 Clinics,46,135.88,6250.36,0.1798,1123.54,5126.83,0,2024-09,2024Q3,111.45
TXN-00004405,2024-09-13,Probiotics,PRO-02,Central,Online,Public Health,37,93.61,3463.53,0.2156,746.65,2716.88,0,2024-09,2024Q3,73.43
TXN-00022735,2024-09-13,Pediatrics,PED-03,East,Government,Retail Chains,24,59.31,1423.48,0.158,224.93,1198.54,0,2024-09,2024Q3,49.94
TXN-00000527,2024-09-13,Women Health,WOM-06,East,Hospital,Retail Chains,19,91.76,1743.44,0.1907,332.45,1410.99,1,2024-09,2024Q3,74.26
TXN-00009811,2024-09-13,Neurology,NEU-03,West,Retail,Independent Pharmacies,11,77.83,856.16,0.2559,219.08,637.07,0,2024-09,2024Q3,57.92
TXN-00010270,2024-09-13,Bone Health,BON-07,Central,Hospital,Independent Pharmacies,20,37.78,755.69,0.3374,255.01,500.69,1,2024-09,2024Q3,25.03
TXN-00004409,2024-09-13,Fertility,FER-01,North,Hospital,Public Health,12,80.43,965.15,0.1791,172.81,792.34,0,2024-09,2024Q3,66.03
TXN-00004732,2024-09-13,Anti-malarial,ANT-02,North,Hospital,Tier-2 Clinics,44,92.01,4048.37,0.0964,390.27,3658.1,0,2024-09,2024Q3,83.14
TXN-00021737,2024-09-13,Anti-inflammatory,ANT-08,Central,Distributor,Retail Chains,22,58.74,1292.27,0.1898,245.27,1046.99,0,2024-09,2024Q3,47.59
TXN-00022592,2024-09-13,Pain Management,PAI-06,West,Distributor,Tier-2 Clinics,34,187.55,6376.73,0.1691,1078.52,5298.2,0,2024-09,2024Q3,155.83
TXN-00021806,2024-09-13,Hepatology,HEP-04,South,Retail,Specialty Centers,5,43.92,219.61,0.144,31.62,187.99,0,2024-09,2024Q3,37.6
TXN-00010802,2024-09-13,Pain Management,PAI-07,South,Retail,Tier-2 Clinics,19,176.65,3356.37,0.175,587.52,2768.85,1,2024-09,2024Q3,145.73
TXN-00017024,2024-09-13,Vitamins,VIT-01,West,Distributor,Tier-2 Clinics,27,84.17,2272.66,0.172,390.85,1881.81,0,2024-09,2024Q3,69.7
TXN-00001749,2024-09-13,Antifungals,ANT-05,East,Distributor,Tier-1 Hospitals,35,78.88,2760.92,0.2462,679.77,2081.14,0,2024-09,2024Q3,59.46
TXN-00022993,2024-09-13,Pediatrics,PED-04,South,Retail,Tier-1 Hospitals,12,73.65,883.83,0.3179,281.0,602.82,0,2024-09,2024Q3,50.24
TXN-00024294,2024-09-13,Liver Care,LIV-03,South,Hospital,Independent Pharmacies,30,110.21,3306.27,0.0628,207.57,3098.7,0,2024-09,2024Q3,103.29
TXN-00005207,2024-09-13,Allergy,ALL-04,South,Retail,Tier-2 Clinics,13,57.64,749.3,0.1287,96.46,652.84,0,2024-09,2024Q3,50.22
TXN-00019474,2024-09-13,Anticoagulants,ANT-04,South,Retail,Independent Pharmacies,29,125.83,3649.12,0.0817,298.23,3350.89,0,2024-09,2024Q3,115.55
TXN-00016305,2024-09-13,Analgesics,ANA-05,South,Distributor,Tier-2 Clinics,26,53.42,1388.91,0.1276,177.25,1211.66,0,2024-09,2024Q3,46.6
TXN-00006543,2024-09-13,Antidiabetics,ANT-05,East,Online,Tier-1 Hospitals,17,60.78,1033.22,0.2823,291.67,741.55,1,2024-09,2024Q3,43.62
TXN-00007772,2024-09-13,Anti-inflammatory,ANT-05,South,Retail,Public Health,20,54.13,1082.54,0.1108,120.0,962.54,0,2024-09,2024Q3,48.13
TXN-00008741,2024-09-13,Oral Rehydration,ORA-06,West,Distributor,Tier-2 Clinics,45,101.5,4567.58,0.1435,655.61,3911.97,0,2024-09,2024Q3,86.93
TXN-00004384,2024-09-13,Women Health,WOM-06,Central,Retail,Retail Chains,11,83.2,915.22,0.3131,286.55,628.67,0,2024-09,2024Q3,57.15
TXN-00005836,2024-09-13,Antibiotics,ANT-03,East,Hospital,Independent Pharmacies,9,52.5,472.54,0.1263,59.69,412.86,0,2024-09,2024Q3,45.87
TXN-00013924,2024-09-13,Geriatrics,GER-05,South,Distributor,Tier-1 Hospitals,18,48.11,866.05,0.2347,203.29,662.75,0,2024-09,2024Q3,36.82
TXN-00010130,2024-09-13,Endocrinology,END-02,East,Distributor,Retail Chains,32,76.04,2433.35,0.2229,542.44,1890.91,0,2024-09,2024Q3,59.09
TXN-00021221,2024-09-14,Pain Management,PAI-04,Central,Retail,Specialty Centers,36,195.18,7026.3,0.3708,2605.47,4420.83,1,2024-09,2024Q3,122.8
TXN-00021433,2024-09-14,Medical Nutrition,MED-06,South,Retail,Independent Pharmacies,32,47.69,1526.05,0.0956,145.9,1380.15,1,2024-09,2024Q3,43.13
TXN-00005586,2024-09-14,Hypertension,HYP-05,South,Retail,Tier-2 Clinics,23,52.83,1215.18,0.1675,203.51,1011.66,0,2024-09,2024Q3,43.99
TXN-00013683,2024-09-14,Oral Rehydration,ORA-05,East,Online,Tier-1 Hospitals,36,81.85,2946.73,0.0961,283.32,2663.41,0,2024-09,2024Q3,73.98
TXN-00006015,2024-09-14,Hormonal Therapy,HOR-01,South,Retail,Tier-1 Hospitals,27,54.04,1459.09,0.2462,359.2,1099.89,1,2024-09,2024Q3,40.74
TXN-00014208,2024-09-14,Geriatrics,GER-05,East,Online,Tier-2 Clinics,11,60.09,660.94,0.0932,61.62,599.32,0,2024-09,2024Q3,54.48
TXN-00012288,2024-09-14,Gastrointestinal,GAS-04,South,Distributor,Retail Chains,19,55.39,1052.41,0.1337,140.75,911.66,0,2024-09,2024Q3,47.98
TXN-00012325,2024-09-14,Vitamins,VIT-08,Central,Retail,Specialty Centers,24,88.12,2114.96,0.1934,409.1,1705.86,1,2024-09,2024Q3,71.08
TXN-00009679,2024-09-14,Analgesics,ANA-03,East,Government,Specialty Centers,31,55.66,1725.35,0.1534,264.67,1460.68,0,2024-09,2024Q3,47.12
TXN-00003794,2024-09-14,Pain Management,PAI-02,East,Retail,Tier-2 Clinics,22,174.57,3840.61,0.1632,626.61,3214.0,0,2024-09,2024Q3,146.09
TXN-00010060,2024-09-14,Women Health,WOM-05,West,Distributor,Tier-2 Clinics,20,79.65,1592.9,0.2816,448.49,1144.41,1,2024-09,2024Q3,57.22
TXN-00014095,2024-09-14,Geriatrics,GER-05,South,Hospital,Retail Chains,16,52.38,838.12,0.1241,103.98,734.13,0,2024-09,2024Q3,45.88
TXN-00003409,2024-09-14,Diuretics,DIU-08,South,Retail,Retail Chains,29,121.16,3513.65,0.3243,1139.65,2374.01,1,2024-09,2024Q3,81.86
TXN-00016795,2024-09-14,Anti-malarial,ANT-07,East,Retail,Retail Chains,37,79.64,2946.54,0.3352,987.62,1958.92,1,2024-09,2024Q3,52.94
TXN-00006399,2024-09-14,Allergy,ALL-05,Central,Retail,Independent Pharmacies,21,63.74,1338.61,0.38,508.67,829.94,1,2024-09,2024Q3,39.52
TXN-00010501,2024-09-14,Minerals,MIN-08,West,Distributor,Retail Chains,25,55.24,1381.01,0.1804,249.2,1131.81,0,2024-09,2024Q3,45.27
TXN-00011634,2024-09-14,Antihistamines,ANT-01,North,Distributor,Retail Chains,52,101.96,5302.12,0.38,2014.8,3287.31,1,2024-09,2024Q3,63.22
TXN-00023829,2024-09-14,Respiratory,RES-01,West,Retail,Independent Pharmacies,19,55.32,1051.15,0.1132,118.98,932.16,0,2024-09,2024Q3,49.06
TXN-00023637,2024-09-14,Pediatrics,PED-07,North,Retail,Retail Chains,14,71.57,1002.01,0.1069,107.13,894.89,0,2024-09,2024Q3,63.92
TXN-00004333,2024-09-14,Oral Rehydration,ORA-02,North,Distributor,Retail Chains,52,84.94,4417.0,0.3143,1388.47,3028.52,0,2024-09,2024Q3,58.24
TXN-00024088,2024-09-14,Hypertension,HYP-05,North,Distributor,Independent Pharmacies,32,57.33,1834.55,0.1628,298.75,1535.8,1,2024-09,2024Q3,47.99
TXN-00017851,2024-09-14,Cardiology,CAR-04,South,Retail,Tier-2 Clinics,20,59.94,1198.8,0.1226,147.0,1051.8,0,2024-09,2024Q3,52.59
TXN-00002570,2024-09-14,Hormonal Therapy,HOR-01,West,Distributor,Tier-2 Clinics,25,61.69,1542.23,0.2507,386.65,1155.57,1,2024-09,2024Q3,46.22
TXN-00005746,2024-09-14,Wound Care,WOU-04,North,Distributor,Retail Chains,23,62.93,1447.39,0.38,550.01,897.38,0,2024-09,2024Q3,39.02
TXN-00004581,2024-09-14,Cardiology,CAR-08,North,Retail,Tier-1 Hospitals,20,54.83,1096.59,0.1207,132.38,964.21,0,2024-09,2024Q3,48.21
TXN-00023353,2024-09-14,Anti-tubercular,ANT-03,East,Hospital,Retail Chains,24,56.81,1363.33,0.2106,287.17,1076.16,0,2024-09,2024Q3,44.84
TXN-00017572,2024-09-14,Endocrinology,END-02,North,Distributor,Tier-2 Clinics,47,87.86,4129.23,0.2247,927.69,3201.55,0,2024-09,2024Q3,68.12
TXN-00013461,2024-09-14,Dental Care,DEN-07,East,Online,Tier-1 Hospitals,29,108.34,3141.95,0.1304,409.65,2732.3,0,2024-09,2024Q3,94.22
TXN-00013487,2024-09-14,Sleep Care,SLE-02,West,Retail,Tier-2 Clinics,7,39.89,279.21,0.1073,29.97,249.24,0,2024-09,2024Q3,35.61
TXN-00003514,2024-09-14,Minerals,MIN-02,West,Hospital,Independent Pharmacies,19,52.34,994.37,0.1002,99.67,894.7,0,2024-09,2024Q3,47.09
TXN-00019001,2024-09-14,Vaccines,VAC-02,South,Retail,Tier-1 Hospitals,14,62.31,872.29,0.3485,304.02,568.27,0,2024-09,2024Q3,40.59
TXN-00024300,2024-09-14,Probiotics,PRO-02,East,Hospital,Tier-1 Hospitals,56,103.36,5788.0,0.1774,1026.77,4761.23,0,2024-09,2024Q3,85.02
TXN-00021449,2024-09-14,Anti-malarial,ANT-01,North,Retail,Tier-2 Clinics,46,81.17,3733.74,0.0463,172.9,3560.84,0,2024-09,2024Q3,77.41
TXN-00003681,2024-09-14,Fertility,FER-03,South,Distributor,Retail Chains,34,79.43,2700.55,0.2059,556.16,2144.39,0,2024-09,2024Q3,63.07
TXN-00012536,2024-09-14,Minerals,MIN-07,East,Hospital,Tier-2 Clinics,17,58.28,990.73,0.38,376.48,614.26,1,2024-09,2024Q3,36.13
TXN-00003018,2024-09-14,Analgesics,ANA-01,Central,Retail,Public Health,22,54.59,1201.04,0.1841,221.09,979.94,0,2024-09,2024Q3,44.54
TXN-00014975,2024-09-15,Allergy,ALL-04,South,Hospital,Tier-1 Hospitals,13,55.56,722.29,0.1285,92.78,629.5,0,2024-09,2024Q3,48.42
TXN-00008013,2024-09-15,Anti-malarial,ANT-06,North,Hospital,Public Health,60,71.24,4274.55,0.0864,369.33,3905.22,0,2024-09,2024Q3,65.09
TXN-00003547,2024-09-15,Urology,URO-06,Central,Distributor,Retail Chains,17,70.44,1197.46,0.1243,148.81,1048.65,0,2024-09,2024Q3,61.69
TXN-00021544,2024-09-15,Liver Care,LIV-07,West,Government,Retail Chains,27,115.86,3128.23,0.2115,661.77,2466.46,0,2024-09,2024Q3,91.35
TXN-00022075,2024-09-15,Antivirals,ANT-03,West,Government,Retail Chains,26,70.17,1824.49,0.1612,294.14,1530.34,0,2024-09,2024Q3,58.86
TXN-00023947,2024-09-15,Probiotics,PRO-05,West,Distributor,Retail Chains,74,103.78,7679.91,0.1326,1018.41,6661.49,0,2024-09,2024Q3,90.02
TXN-00005470,2024-09-15,Urology,URO-01,North,Retail,Tier-1 Hospitals,15,78.15,1172.32,0.0838,98.24,1074.08,0,2024-09,2024Q3,71.61
TXN-00021680,2024-09-15,Hypertension,HYP-03,East,Retail,Retail Chains,15,59.53,892.89,0.0642,57.31,835.58,0,2024-09,2024Q3,55.71
TXN-00021931,2024-09-15,Minerals,MIN-07,East,Hospital,Independent Pharmacies,27,55.58,1500.55,0.0925,138.85,1361.7,0,2024-09,2024Q3,50.43
TXN-00021418,2024-09-15,Smoking Cessation,SMO-07,North,Retail,Independent Pharmacies,50,109.07,5453.6,0.0755,411.77,5041.83,0,2024-09,2024Q3,100.84
TXN-00004760,2024-09-15,Diuretics,DIU-05,North,Hospital,Independent Pharmacies,39,121.85,4752.27,0.1118,531.27,4221.0,0,2024-09,2024Q3,108.23
TXN-00023168,2024-09-15,Cardiology,CAR-07,East,Distributor,Public Health,22,63.15,1389.21,0.3531,490.58,898.63,0,2024-09,2024Q3,40.85
TXN-00023713,2024-09-15,Liver Care,LIV-03,South,Retail,Tier-2 Clinics,26,129.18,3358.66,0.1644,552.18,2806.48,0,2024-09,2024Q3,107.94
TXN-00004835,2024-09-15,Liver Care,LIV-05,South,Retail,Tier-2 Clinics,37,113.09,4184.35,0.1823,762.76,3421.59,0,2024-09,2024Q3,92.48
TXN-00012541,2024-09-15,Antiplatelets,ANT-07,West,Retail,Independent Pharmacies,24,66.14,1587.46,0.1344,213.39,1374.07,0,2024-09,2024Q3,57.25
TXN-00022196,2024-09-15,Diuretics,DIU-04,South,Distributor,Tier-1 Hospitals,51,126.27,6439.77,0.2754,1773.19,4666.58,0,2024-09,2024Q3,91.5
TXN-00014770,2024-09-15,Endocrinology,END-01,North,Retail,Tier-2 Clinics,33,87.07,2873.21,0.2684,771.21,2102.0,0,2024-09,2024Q3,63.7
TXN-00017945,2024-09-15,Geriatrics,GER-02,Central,Retail,Retail Chains,14,59.1,827.41,0.1279,105.86,721.55,0,2024-09,2024Q3,51.54
TXN-00018621,2024-09-15,Respiratory,RES-06,West,Retail,Tier-2 Clinics,14,56.12,785.7,0.1075,84.43,701.28,0,2024-09,2024Q3,50.09
TXN-00009162,2024-09-15,Anti-tubercular,ANT-08,West,Hospital,Tier-1 Hospitals,20,55.19,1103.8,0.346,381.87,721.93,0,2024-09,2024Q3,36.1
TXN-00003175,2024-09-15,Dermatology,DER-01,South,Hospital,Public Health,47,120.66,5670.97,0.1964,1113.77,4557.2,1,2024-09,2024Q3,96.96
TXN-00024469,2024-09-15,Weight Management,WEI-03,Central,Hospital,Specialty Centers,25,75.16,1879.04,0.2073,389.58,1489.46,0,2024-09,2024Q3,59.58
TXN-00011661,2024-09-15,ENT,ENT-08,South,Retail,Retail Chains,20,61.82,1236.36,0.2244,277.49,958.87,0,2024-09,2024Q3,47.94
TXN-00010004,2024-09-15,Minerals,MIN-08,East,Retail,Tier-2 Clinics,17,60.99,1036.83,0.1777,184.21,852.62,1,2024-09,2024Q3,50.15
TXN-00001446,2024-09-15,Antiplatelets,ANT-07,East,Retail,Tier-1 Hospitals,22,72.27,1590.0,0.128,203.5,1386.5,0,2024-09,2024Q3,63.02
TXN-00021716,2024-09-15,Fertility,FER-05,South,Distributor,Independent Pharmacies,27,81.04,2187.97,0.1985,434.25,1753.71,0,2024-09,2024Q3,64.95
TXN-00007399,2024-09-15,Weight Management,WEI-05,West,Hospital,Public Health,28,77.35,2165.68,0.172,372.5,1793.18,0,2024-09,2024Q3,64.04
TXN-00014110,2024-09-15,Vitamins,VIT-02,West,Retail,Tier-1 Hospitals,23,83.4,1918.25,0.1796,344.58,1573.67,0,2024-09,2024Q3,68.42
TXN-00019712,2024-09-15,Weight Management,WEI-08,North,Distributor,Tier-1 Hospitals,41,74.58,3057.59,0.1837,561.65,2495.93,0,2024-09,2024Q3,60.88
TXN-00018924,2024-09-15,Antidiabetics,ANT-02,South,Hospital,Independent Pharmacies,24,56.14,1347.27,0.0942,126.91,1220.36,0,2024-09,2024Q3,50.85
TXN-00019489,2024-09-16,Anti-malarial,ANT-07,West,Retail,Tier-2 Clinics,39,75.39,2940.4,0.0999,293.85,2646.55,0,2024-09,2024Q3,67.86
TXN-00005642,2024-09-16,Immunology,IMM-04,West,Hospital,Independent Pharmacies,33,85.26,2813.65,0.1854,521.66,2291.99,1,2024-09,2024Q3,69.45
TXN-00013583,2024-09-16,Anti-malarial,ANT-07,West,Retail,Tier-1 Hospitals,25,84.32,2108.06,0.2054,432.99,1675.07,1,2024-09,2024Q3,67.0
TXN-00003338,2024-09-16,Gastrointestinal,GAS-07,Central,Retail,Tier-2 Clinics,9,57.81,520.3,0.1143,59.48,460.82,0,2024-09,2024Q3,51.2
TXN-00005598,2024-09-16,Immunology,IMM-06,North,Hospital,Tier-2 Clinics,44,95.66,4209.25,0.198,833.54,3375.71,1,2024-09,2024Q3,76.72
TXN-00015852,2024-09-16,Pediatrics,PED-08,Central,Distributor,Independent Pharmacies,18,67.08,1207.5,0.1836,221.71,985.79,0,2024-09,2024Q3,54.77
TXN-00004610,2024-09-16,Smoking Cessation,SMO-01,West,Retail,Tier-1 Hospitals,41,111.03,4552.3,0.1602,729.49,3822.81,0,2024-09,2024Q3,93.24
TXN-00016091,2024-09-16,Hormonal Therapy,HOR-07,South,Retail,Public Health,19,43.44,825.31,0.095,78.41,746.9,0,2024-09,2024Q3,39.31
TXN-00024471,2024-09-16,Antifungals,ANT-08,South,Hospital,Tier-2 Clinics,29,74.79,2169.01,0.1263,274.04,1894.97,0,2024-09,2024Q3,65.34
TXN-00023897,2024-09-16,ENT,ENT-04,North,Hospital,Tier-1 Hospitals,20,50.37,1007.39,0.133,133.97,873.42,0,2024-09,2024Q3,43.67
TXN-00012896,2024-09-16,Anti-malarial,ANT-01,Central,Government,Retail Chains,61,70.21,4282.76,0.1885,807.32,3475.44,0,2024-09,2024Q3,56.97
TXN-00007728,2024-09-16,Antihistamines,ANT-07,North,Retail,Public Health,39,108.11,4216.41,0.1294,545.81,3670.6,0,2024-09,2024Q3,94.12
TXN-00007228,2024-09-16,Anesthesia,ANE-03,South,Online,Retail Chains,13,74.44,967.72,0.1102,106.63,861.1,0,2024-09,2024Q3,66.24
TXN-00009978,2024-09-16,Rheumatology,RHE-01,North,Distributor,Retail Chains,30,49.19,1475.66,0.1115,164.49,1311.17,0,2024-09,2024Q3,43.71
TXN-00004716,2024-09-16,Weight Management,WEI-07,Central,Retail,Specialty Centers,26,77.28,2009.16,0.2325,467.18,1541.98,0,2024-09,2024Q3,59.31
TXN-00000995,2024-09-16,Smoking Cessation,SMO-01,West,Distributor,Independent Pharmacies,63,103.64,6529.09,0.2013,1314.4,5214.69,1,2024-09,2024Q3,82.77
TXN-00006715,2024-09-16,Vaccines,VAC-04,West,Hospital,Retail Chains,21,77.8,1633.82,0.0545,88.98,1544.84,0,2024-09,2024Q3,73.56
TXN-00018236,2024-09-16,Analgesics,ANA-08,West,Retail,Public Health,10,55.76,557.59,0.1004,55.97,501.62,0,2024-09,2024Q3,50.16
TXN-00004329,2024-09-16,Antihistamines,ANT-07,North,Retail,Specialty Centers,42,112.52,4725.72,0.0725,342.73,4382.99,0,2024-09,2024Q3,104.36
TXN-00020804,2024-09-16,Endocrinology,END-04,East,Hospital,Tier-1 Hospitals,33,80.28,2649.09,0.0776,205.56,2443.54,0,2024-09,2024Q3,74.05
TXN-00014121,2024-09-16,Neurology,NEU-01,North,Distributor,Public Health,21,83.3,1749.36,0.3024,529.01,1220.35,0,2024-09,2024Q3,58.11
TXN-00003606,2024-09-16,Antihistamines,ANT-06,North,Online,Tier-1 Hospitals,44,97.8,4303.08,0.1457,626.75,3676.33,0,2024-09,2024Q3,83.55
TXN-00002571,2024-09-16,Endocrinology,END-03,South,Hospital,Tier-2 Clinics,35,88.23,3088.02,0.109,336.48,2751.54,0,2024-09,2024Q3,78.62
TXN-00009475,2024-09-16,Anticoagulants,ANT-04,North,Hospital,Tier-2 Clinics,34,112.61,3828.7,0.1017,389.23,3439.46,0,2024-09,2024Q3,101.16
TXN-00002049,2024-09-16,Bone Health,BON-07,South,Online,Tier-2 Clinics,22,34.64,762.14,0.2871,218.79,543.35,1,2024-09,2024Q3,24.7
TXN-00010155,2024-09-16,Endocrinology,END-04,South,Hospital,Specialty Centers,30,83.0,2489.9,0.1439,358.21,2131.69,0,2024-09,2024Q3,71.06
TXN-00008254,2024-09-16,Anti-tubercular,ANT-01,North,Retail,Tier-1 Hospitals,11,49.21,541.29,0.3549,192.11,349.18,0,2024-09,2024Q3,31.74
TXN-00019555,2024-09-16,Probiotics,PRO-05,West,Government,Retail Chains,55,102.13,5617.22,0.3088,1734.69,3882.54,0,2024-09,2024Q3,70.59
TXN-00019773,2024-09-16,Analgesics,ANA-03,East,Distributor,Retail Chains,29,53.81,1560.5,0.38,592.99,967.51,0,2024-09,2024Q3,33.36
TXN-00012722,2024-09-16,Anticoagulants,ANT-01,North,Distributor,Independent Pharmacies,40,137.49,5499.63,0.1444,794.25,4705.38,0,2024-09,2024Q3,117.63
TXN-00018915,2024-09-16,Anticoagulants,ANT-02,South,Retail,Independent Pharmacies,27,122.0,3293.88,0.1518,499.93,2793.95,0,2024-09,2024Q3,103.48
TXN-00008931,2024-09-16,Minerals,MIN-06,East,Distributor,Retail Chains,20,56.28,1125.5,0.38,427.69,697.81,1,2024-09,2024Q3,34.89
TXN-00016849,2024-09-16,Pediatrics,PED-07,East,Hospital,Independent Pharmacies,21,70.88,1488.49,0.0972,144.65,1343.84,0,2024-09,2024Q3,63.99
TXN-00009152,2024-09-16,Minerals,MIN-03,East,Distributor,Independent Pharmacies,13,52.26,679.4,0.1203,81.7,597.69,0,2024-09,2024Q3,45.98
TXN-00018933,2024-09-16,Cardiology,CAR-06,South,Hospital,Tier-2 Clinics,18,67.39,1212.95,0.106,128.59,1084.36,0,2024-09,2024Q3,60.24
TXN-00014083,2024-09-16,Anti-inflammatory,ANT-08,North,Distributor,Tier-2 Clinics,16,52.65,842.33,0.1571,132.34,710.0,0,2024-09,2024Q3,44.38
TXN-00017419,2024-09-16,Smoking Cessation,SMO-01,West,Distributor,Tier-1 Hospitals,49,107.83,5283.83,0.1524,805.25,4478.58,0,2024-09,2024Q3,91.4
TXN-00020957,2024-09-16,Rheumatology,RHE-08,West,Retail,Public Health,16,43.8,700.86,0.1592,111.57,589.29,0,2024-09,2024Q3,36.83
TXN-00005876,2024-09-17,Rare Disease,RAR-04,West,Retail,Tier-2 Clinics,46,114.91,5285.89,0.0735,388.6,4897.29,0,2024-09,2024Q3,106.46
TXN-00006925,2024-09-17,Probiotics,PRO-04,West,Hospital,Independent Pharmacies,58,105.89,6141.4,0.38,2333.73,3807.67,1,2024-09,2024Q3,65.65
