transaction_id,transaction_date,drug_category,product_id,region,channel,customer_segment,units_sold,unit_price,gross_sales,discount_rate,discount_amount,net_sales,campaign_flag
TXN-00007046,2025-01-11,Nephrology,NEP-02,Central,Hospital,Independent Pharmacies,22,150.84,3318.47,0.2079,689.85,2628.61,0
TXN-00020860,2025-01-11,Women Health,WOM-04,East,Distributor,Specialty Centers,18,18.97,341.55,0.1165,39.8,301.75,0
TXN-00003413,2025-01-11,Antifungals,ANT-07,North,Hospital,Specialty Centers,28,55.98,1567.44,0.0843,132.14,1435.29,0
TXN-00018121,2025-01-11,Hepatology,HEP-06,Central,Distributor,Independent Pharmacies,44,186.25,8195.19,0.38,3114.17,5081.02,0
TXN-00017456,2025-01-11,ENT,ENT-04,South,Retail,Tier-2 Clinics,39,67.77,2643.03,0.0534,141.11,2501.91,0
TXN-00003003,2025-01-11,Emergency Care,EME-02,East,Retail,Independent Pharmacies,10,51.18,511.76,0.094,48.1,463.66,0
TXN-00000932,2025-01-11,Oncology Support,ONC-07,Central,Retail,Independent Pharmacies,10,45.69,456.94,0.0693,31.66,425.28,0
TXN-00008124,2025-01-11,Antibiotics,ANT-05,South,Distributor,Tier-1 Hospitals,22,47.47,1044.32,0.1282,133.9,910.42,0
TXN-00008194,2025-01-11,Lipid Management,LIP-01,South,Distributor,Independent Pharmacies,6,103.07,618.41,0.2933,181.36,437.06,0
TXN-00003006,2025-01-11,Respiratory,RES-02,South,Retail,Independent Pharmacies,21,42.39,890.13,0.0946,84.2,805.93,0
TXN-00014157,2025-01-11,Antihistamines,ANT-01,Central,Hospital,Specialty Centers,26,61.36,1595.33,0.276,440.32,1155.0,0
TXN-00000152,2025-01-11,Neurology,NEU-04,South,Distributor,Independent Pharmacies,30,56.73,1701.79,0.3108,528.86,1172.93,0
TXN-00000556,2025-01-11,Vitamins,VIT-04,East,Retail,Tier-2 Clinics,26,27.93,726.21,0.0896,65.06,661.15,0
TXN-00010782,2025-01-11,Lipid Management,LIP-07,South,Government,Tier-2 Clinics,9,92.6,833.44,0.2548,212.36,621.08,1
TXN-00019302,2025-01-11,Neurology,NEU-08,South,Hospital,Retail Chains,33,57.36,1892.96,0.1979,374.55,1518.41,0
TXN-00018516,2025-01-11,ENT,ENT-05,South,Hospital,Retail Chains,49,57.0,2792.88,0.2088,583.24,2209.64,0
TXN-00024025,2025-01-11,Women Health,WOM-06,North,Distributor,Retail Chains,10,20.21,202.06,0.3244,65.54,136.52,0
TXN-00019826,2025-01-11,Neurology,NEU-02,South,Retail,Tier-1 Hospitals,34,49.33,1677.24,0.1504,252.3,1424.94,0
TXN-00022219,2025-01-11,Neurology,NEU-07,North,Online,Independent Pharmacies,16,52.15,834.33,0.1104,92.12,742.21,0
TXN-00006793,2025-01-11,Hypertension,HYP-03,East,Hospital,Public Health,71,66.76,4740.25,0.2306,1093.31,3646.94,1
TXN-00019009,2025-01-11,Psychiatry,PSY-04,Central,Hospital,Independent Pharmacies,11,28.17,309.9,0.1209,37.48,272.42,0
TXN-00016368,2025-01-11,Cough Cold,COU-08,North,Distributor,Retail Chains,20,83.95,1679.07,0.2605,437.34,1241.73,1
TXN-00005210,2025-01-11,Analgesics,ANA-01,West,Distributor,Independent Pharmacies,16,108.87,1741.88,0.1297,225.97,1515.92,0
TXN-00010150,2025-01-12,Rheumatology,RHE-02,West,Distributor,Independent Pharmacies,18,65.92,1186.59,0.2471,293.15,893.44,0
TXN-00023611,2025-01-12,Gastrointestinal,GAS-04,South,Hospital,Independent Pharmacies,30,33.01,990.18,0.1545,152.95,837.24,0
TXN-00020841,2025-01-12,Antihistamines,ANT-03,South,Hospital,Independent Pharmacies,15,61.92,928.8,0.1186,110.13,818.67,0
TXN-00001069,2025-01-12,Antihistamines,ANT-04,South,Hospital,Tier-2 Clinics,24,57.0,1368.04,0.1812,247.87,1120.17,0
TXN-00013204,2025-01-12,Analgesics,ANA-03,North,Distributor,Public Health,10,112.18,1121.79,0.19,213.16,908.63,0
TXN-00022041,2025-01-12,Anticoagulants,ANT-05,Central,Hospital,Independent Pharmacies,9,32.27,290.4,0.2423,70.38,220.02,0
TXN-00006163,2025-01-12,Neurology,NEU-06,West,Hospital,Tier-2 Clinics,32,51.25,1639.87,0.0908,148.98,1490.89,0
TXN-00018919,2025-01-12,Women Health,WOM-08,North,Distributor,Public Health,10,21.75,217.46,0.1241,27.0,190.46,0
TXN-00007135,2025-01-12,Women Health,WOM-01,North,Hospital,Independent Pharmacies,8,21.29,170.3,0.38,64.71,105.58,1
TXN-00007432,2025-01-12,Vitamins,VIT-07,West,Retail,Retail Chains,50,27.45,1372.61,0.0762,104.62,1268.0,0
TXN-00018913,2025-01-12,Fertility,FER-06,North,Distributor,Tier-2 Clinics,38,70.5,2679.05,0.1964,526.29,2152.75,0
TXN-00021383,2025-01-12,Oncology Support,ONC-02,East,Retail,Independent Pharmacies,4,46.07,184.27,0.289,53.25,131.02,0
TXN-00004477,2025-01-12,Psychiatry,PSY-01,West,Online,Tier-2 Clinics,14,26.62,372.67,0.2445,91.12,281.55,1
TXN-00002225,2025-01-12,Oral Rehydration,ORA-06,South,Retail,Independent Pharmacies,27,57.56,1554.25,0.2269,352.58,1201.67,0
TXN-00002770,2025-01-12,Antibiotics,ANT-02,East,Retail,Retail Chains,15,47.15,707.3,0.1549,109.58,597.72,0
TXN-00004034,2025-01-12,Anticoagulants,ANT-05,East,Retail,Independent Pharmacies,1,32.07,32.07,0.1781,5.71,26.36,0
TXN-00000514,2025-01-12,Antibiotics,ANT-01,South,Retail,Tier-2 Clinics,14,52.78,738.92,0.2309,170.61,568.31,0
TXN-00023793,2025-01-12,Allergy,ALL-05,West,Distributor,Public Health,31,56.05,1737.68,0.2744,476.87,1260.81,0
TXN-00010699,2025-01-12,Weight Management,WEI-05,North,Retail,Tier-2 Clinics,47,32.18,1512.41,0.0732,110.65,1401.76,0
TXN-00012899,2025-01-12,Allergy,ALL-07,East,Hospital,Specialty Centers,30,66.03,1980.81,0.3333,660.17,1320.64,0
TXN-00021282,2025-01-12,Antifungals,ANT-07,North,Distributor,Specialty Centers,35,62.95,2203.35,0.38,837.27,1366.07,0
TXN-00009408,2025-01-12,Rheumatology,RHE-03,West,Government,Tier-1 Hospitals,34,58.16,1977.5,0.1265,250.24,1727.26,0
TXN-00020360,2025-01-12,Antibiotics,ANT-05,East,Hospital,Independent Pharmacies,11,49.95,549.42,0.1337,73.47,475.95,0
TXN-00000809,2025-01-12,Cough Cold,COU-06,East,Distributor,Public Health,10,94.82,948.18,0.3058,289.97,658.21,0
TXN-00011572,2025-01-12,Analgesics,ANA-01,West,Government,Retail Chains,15,122.46,1836.92,0.2842,522.05,1314.88,1
TXN-00024588,2025-01-12,Endocrinology,END-05,West,Distributor,Public Health,33,32.15,1060.95,0.28,297.03,763.92,1
TXN-00006614,2025-01-12,Cardiology,CAR-01,East,Distributor,Tier-2 Clinics,18,80.58,1450.5,0.1613,234.0,1216.49,0
TXN-00011392,2025-01-12,ENT,ENT-03,South,Hospital,Independent Pharmacies,32,68.45,2190.33,0.1156,253.22,1937.11,0
TXN-00024128,2025-01-12,Respiratory,RES-04,South,Distributor,Tier-1 Hospitals,17,39.86,677.7,0.1292,87.55,590.15,0
TXN-00005174,2025-01-12,Gastrointestinal,GAS-01,East,Online,Independent Pharmacies,17,33.63,571.68,0.122,69.74,501.94,0
TXN-00004790,2025-01-12,Endocrinology,END-02,West,Government,Independent Pharmacies,40,32.99,1319.78,0.3141,414.59,905.2,0
TXN-00024633,2025-01-12,Oncology Support,ONC-01,East,Retail,Tier-2 Clinics,5,40.89,204.44,0.3477,71.09,133.35,1
TXN-00001613,2025-01-12,Respiratory,RES-05,South,Retail,Independent Pharmacies,18,40.17,723.08,0.2582,186.68,536.4,0
TXN-00016613,2025-01-12,Probiotics,PRO-08,South,Hospital,Tier-1 Hospitals,21,32.27,677.63,0.1488,100.86,576.77,0
TXN-00007608,2025-01-12,Dental Care,DEN-05,West,Hospital,Public Health,2,48.64,97.27,0.099,9.63,87.64,0
TXN-00021624,2025-01-12,Lipid Management,LIP-08,East,Retail,Retail Chains,3,107.26,321.79,0.2145,69.02,252.77,0
TXN-00008064,2025-01-12,Endocrinology,END-04,East,Government,Retail Chains,17,31.52,535.79,0.38,203.6,332.19,0
TXN-00020177,2025-01-13,Women Health,WOM-05,North,Retail,Tier-2 Clinics,3,18.43,55.29,0.0911,5.04,50.25,0
TXN-00011008,2025-01-13,Antibiotics,ANT-08,East,Hospital,Independent Pharmacies,23,53.56,1231.8,0.2314,284.99,946.81,0
TXN-00019784,2025-01-13,Gastrointestinal,GAS-04,East,Distributor,Retail Chains,26,35.81,931.09,0.38,353.81,577.27,0
TXN-00015506,2025-01-13,Antihistamines,ANT-01,South,Distributor,Tier-1 Hospitals,34,65.51,2227.2,0.1075,239.32,1987.88,0
TXN-00008971,2025-01-13,Hormonal Therapy,HOR-04,Central,Retail,Independent Pharmacies,12,56.99,683.92,0.1331,91.0,592.92,0
TXN-00001265,2025-01-13,Neurology,NEU-01,East,Distributor,Retail Chains,34,48.54,1650.4,0.1934,319.2,1331.2,0
TXN-00006574,2025-01-13,Oncology Support,ONC-05,North,Hospital,Independent Pharmacies,11,51.05,561.51,0.2501,140.41,421.1,0
TXN-00010287,2025-01-13,Pediatrics,PED-02,Central,Online,Tier-2 Clinics,23,64.75,1489.36,0.1108,165.06,1324.3,0
TXN-00022398,2025-01-13,Lipid Management,LIP-02,West,Distributor,Independent Pharmacies,6,105.8,634.8,0.2393,151.91,482.89,1
TXN-00003250,2025-01-13,Neurology,NEU-02,South,Retail,Tier-1 Hospitals,23,51.52,1184.99,0.1287,152.45,1032.54,0
TXN-00009522,2025-01-13,Diagnostic Aids,DIA-02,East,Distributor,Independent Pharmacies,72,146.07,10517.03,0.1125,1183.05,9333.98,0
TXN-00011135,2025-01-13,Antidiabetics,ANT-06,West,Government,Retail Chains,37,101.82,3767.35,0.148,557.49,3209.86,0
TXN-00013083,2025-01-13,Antidiabetics,ANT-08,East,Distributor,Independent Pharmacies,24,114.93,2758.35,0.38,1048.17,1710.18,0
TXN-00023311,2025-01-13,ENT,ENT-05,North,Retail,Tier-2 Clinics,45,64.19,2888.45,0.0562,162.35,2726.09,0
TXN-00004808,2025-01-13,Anesthesia,ANE-03,Central,Retail,Specialty Centers,10,36.16,361.6,0.1187,42.93,318.67,0
TXN-00008464,2025-01-13,ENT,ENT-02,South,Retail,Tier-2 Clinics,40,68.18,2727.35,0.2412,657.88,2069.47,0
TXN-00023351,2025-01-13,Antibiotics,ANT-07,West,Government,Tier-2 Clinics,29,47.21,1368.98,0.3738,511.69,857.29,0
TXN-00013348,2025-01-13,Allergy,ALL-01,North,Distributor,Tier-2 Clinics,37,56.15,2077.54,0.2053,426.42,1651.12,0
TXN-00023287,2025-01-13,Ophthalmology,OPH-03,North,Distributor,Independent Pharmacies,23,32.48,746.98,0.102,76.17,670.81,0
TXN-00005815,2025-01-13,Antidiabetics,ANT-03,South,Retail,Tier-2 Clinics,23,103.48,2380.12,0.2744,653.06,1727.06,0
TXN-00018227,2025-01-13,Antiplatelets,ANT-04,South,Hospital,Retail Chains,35,25.51,893.01,0.0933,83.35,809.66,0
TXN-00022965,2025-01-13,Endocrinology,END-07,West,Distributor,Independent Pharmacies,31,37.0,1146.97,0.2954,338.76,808.2,0
TXN-00006118,2025-01-13,Urology,URO-05,South,Retail,Tier-1 Hospitals,8,75.36,602.89,0.117,70.53,532.36,0
TXN-00005259,2025-01-13,Fertility,FER-06,East,Hospital,Tier-2 Clinics,25,58.32,1458.0,0.3125,455.64,1002.36,1
TXN-00000066,2025-01-13,Hormonal Therapy,HOR-01,South,Retail,Tier-1 Hospitals,14,49.0,685.98,0.069,47.35,638.63,0
TXN-00021058,2025-01-13,Neurology,NEU-02,South,Hospital,Tier-2 Clinics,29,43.11,1250.24,0.1703,212.87,1037.37,0
TXN-00007938,2025-01-13,Anesthesia,ANE-08,North,Hospital,Independent Pharmacies,12,42.64,511.63,0.2154,110.23,401.4,0
TXN-00019886,2025-01-13,Cough Cold,COU-08,West,Hospital,Public Health,13,92.76,1205.85,0.1069,128.93,1076.92,0
TXN-00012437,2025-01-13,Endocrinology,END-08,North,Hospital,Tier-2 Clinics,23,35.91,825.94,0.1985,163.99,661.95,0
TXN-00023386,2025-01-13,Diagnostic Aids,DIA-01,Central,Distributor,Tier-2 Clinics,85,136.34,11589.02,0.3357,3890.28,7698.75,1
TXN-00003158,2025-01-14,Antivirals,ANT-05,West,Distributor,Tier-2 Clinics,10,36.32,363.16,0.1143,41.49,321.67,0
TXN-00013337,2025-01-14,Antifungals,ANT-01,Central,Government,Tier-2 Clinics,31,49.56,1536.26,0.1463,224.75,1311.5,0
TXN-00024133,2025-01-14,Antihistamines,ANT-07,South,Hospital,Retail Chains,21,57.64,1210.35,0.1417,171.5,1038.86,0
TXN-00010943,2025-01-14,Oncology Support,ONC-08,Central,Distributor,Tier-1 Hospitals,9,42.92,386.29,0.1265,48.88,337.41,0
TXN-00008047,2025-01-14,Neurology,NEU-04,South,Hospital,Independent Pharmacies,34,42.76,1453.85,0.1439,209.23,1244.62,0
TXN-00022422,2025-01-14,Immunology,IMM-03,West,Retail,Independent Pharmacies,51,33.98,1733.06,0.0719,124.62,1608.44,0
TXN-00000364,2025-01-14,Allergy,ALL-02,West,Online,Tier-1 Hospitals,17,58.91,1001.49,0.0821,82.18,919.3,0
TXN-00009099,2025-01-14,Ophthalmology,OPH-04,West,Government,Independent Pharmacies,29,31.4,910.49,0.2246,204.54,705.96,1
TXN-00003571,2025-01-14,Oncology Support,ONC-06,North,Retail,Independent Pharmacies,4,41.53,166.11,0.2941,48.86,117.26,1
TXN-00022880,2025-01-14,Analgesics,ANA-08,South,Retail,Tier-2 Clinics,14,121.05,1694.71,0.2575,436.33,1258.38,0
TXN-00009868,2025-01-14,Analgesics,ANA-07,North,Distributor,Specialty Centers,13,117.07,1521.9,0.3653,555.88,966.01,0
TXN-00015741,2025-01-14,Critical Care,CRI-07,Central,Hospital,Tier-2 Clinics,10,33.78,337.81,0.2252,76.06,261.75,0
TXN-00009062,2025-01-14,Rheumatology,RHE-05,North,Distributor,Specialty Centers,32,71.87,2299.98,0.1585,364.62,1935.36,0
TXN-00022063,2025-01-14,Anti-malarial,ANT-01,South,Retail,Independent Pharmacies,34,36.35,1235.88,0.2269,280.47,955.42,0
TXN-00020811,2025-01-14,Analgesics,ANA-05,North,Online,Retail Chains,9,106.85,961.63,0.2385,229.36,732.27,1
TXN-00022351,2025-01-14,Antivirals,ANT-01,West,Retail,Tier-1 Hospitals,8,34.15,273.18,0.0401,10.96,262.22,0
TXN-00006457,2025-01-14,Allergy,ALL-04,West,Distributor,Tier-1 Hospitals,25,65.48,1637.11,0.38,622.1,1015.01,0
TXN-00007569,2025-01-14,Anti-malarial,ANT-02,North,Online,Tier-2 Clinics,38,35.17,1336.49,0.0535,71.53,1264.95,0
TXN-00004434,2025-01-14,Women Health,WOM-04,Central,Government,Tier-1 Hospitals,7,20.47,143.27,0.2016,28.88,114.39,0
TXN-00003660,2025-01-14,Anti-malarial,ANT-04,West,Distributor,Tier-1 Hospitals,51,35.61,1816.31,0.0969,176.08,1640.23,0
TXN-00022321,2025-01-14,Analgesics,ANA-05,Central,Distributor,Tier-1 Hospitals,21,109.72,2304.18,0.1288,296.7,2007.48,0
TXN-00007183,2025-01-14,Anti-inflammatory,ANT-06,West,Retail,Tier-2 Clinics,27,55.87,1508.5,0.3287,495.9,1012.6,0
TXN-00020714,2025-01-14,Analgesics,ANA-06,East,Retail,Tier-2 Clinics,14,115.43,1616.03,0.0602,97.27,1518.75,0
TXN-00010946,2025-01-14,Antidiabetics,ANT-04,North,Distributor,Specialty Centers,34,98.62,3352.94,0.2097,702.97,2649.96,1
TXN-00010415,2025-01-14,Anti-malarial,ANT-03,East,Retail,Tier-2 Clinics,38,37.12,1410.4,0.1414,199.43,1210.97,0
TXN-00023691,2025-01-14,Ophthalmology,OPH-03,South,Hospital,Retail Chains,22,36.35,799.8,0.1054,84.26,715.54,0
TXN-00007603,2025-01-14,Rheumatology,RHE-02,North,Hospital,Retail Chains,26,65.12,1693.04,0.2571,435.25,1257.79,0
TXN-00019038,2025-01-14,Dermatology,DER-07,South,Hospital,Retail Chains,12,38.23,458.77,0.1649,75.64,383.12,0
TXN-00001482,2025-01-14,Probiotics,PRO-04,South,Hospital,Tier-1 Hospitals,12,31.6,379.15,0.2491,94.44,284.72,0
TXN-00020427,2025-01-14,Antibiotics,ANT-05,West,Distributor,Tier-2 Clinics,29,50.18,1455.08,0.1822,265.14,1189.94,0
TXN-00008135,2025-01-14,Psychiatry,PSY-06,South,Retail,Tier-1 Hospitals,11,26.68,293.46,0.1777,52.13,241.33,0
TXN-00002299,2025-01-14,Neurology,NEU-03,East,Retail,Tier-1 Hospitals,38,49.23,1870.56,0.2214,414.09,1456.47,1
TXN-00002593,2025-01-14,Gastrointestinal,GAS-08,West,Hospital,Public Health,26,31.12,809.13,0.198,160.17,648.96,0
TXN-00016850,2025-01-14,Ophthalmology,OPH-04,West,Retail,Independent Pharmacies,30,34.24,1027.09,0.1524,156.56,870.53,1
TXN-00010918,2025-01-14,Antihistamines,ANT-07,South,Hospital,Public Health,24,55.27,1326.53,0.1869,247.89,1078.64,0
TXN-00014708,2025-01-14,Antivirals,ANT-07,North,Retail,Specialty Centers,6,34.67,208.0,0.2295,47.74,160.26,1
TXN-00007741,2025-01-14,Nephrology,NEP-02,South,Hospital,Tier-1 Hospitals,14,138.07,1932.93,0.1166,225.45,1707.48,0
TXN-00023759,2025-01-14,Rheumatology,RHE-05,North,Retail,Tier-2 Clinics,19,61.55,1169.51,0.3265,381.87,787.64,0
TXN-00017412,2025-01-14,Probiotics,PRO-06,North,Retail,Independent Pharmacies,12,34.81,417.72,0.0556,23.22,394.5,0
TXN-00019639,2025-01-14,Anticoagulants,ANT-06,South,Distributor,Tier-1 Hospitals,6,32.76,196.57,0.2399,47.15,149.42,0
TXN-00021423,2025-01-14,Respiratory,RES-04,West,Retail,Tier-2 Clinics,17,39.08,664.42,0.1375,91.34,573.09,0
TXN-00012122,2025-01-14,Minerals,MIN-01,North,Retail,Tier-2 Clinics,19,68.79,1307.08,0.1556,203.44,1103.64,0
TXN-00015656,2025-01-14,Allergy,ALL-01,North,Hospital,Tier-1 Hospitals,29,57.97,1681.15,0.1841,309.43,1371.71,0
TXN-00020473,2025-01-14,Endocrinology,END-04,North,Online,Independent Pharmacies,24,34.04,817.0,0.1195,97.6,719.4,0
TXN-00004297,2025-01-14,Nephrology,NEP-06,Central,Distributor,Tier-2 Clinics,30,128.01,3840.45,0.2505,962.15,2878.3,0
TXN-00006370,2025-01-14,Neurology,NEU-05,North,Distributor,Independent Pharmacies,37,44.59,1649.79,0.1678,276.84,1372.95,0
TXN-00017390,2025-01-14,Endocrinology,END-07,West,Distributor,Independent Pharmacies,40,38.69,1547.5,0.2496,386.23,1161.28,0
TXN-00023621,2025-01-14,Antifungals,ANT-06,West,Hospital,Independent Pharmacies,28,62.55,1751.45,0.1834,321.23,1430.22,0
TXN-00019067,2025-01-14,Lipid Management,LIP-07,North,Hospital,Independent Pharmacies,5,108.07,540.36,0.1875,101.33,439.04,0
TXN-00015850,2025-01-14,Anesthesia,ANE-07,East,Retail,Tier-2 Clinics,11,36.65,403.14,0.1412,56.92,346.22,0
TXN-00014168,2025-01-15,Hormonal Therapy,HOR-06,West,Hospital,Retail Chains,20,49.22,984.36,0.1217,119.8,864.56,0
TXN-00003306,2025-01-15,Oral Rehydration,ORA-03,West,Retail,Specialty Centers,33,55.27,1823.89,0.0989,180.43,1643.46,0
TXN-00000359,2025-01-15,Hepatology,HEP-02,North,Retail,Retail Chains,35,181.08,6337.66,0.218,1381.83,4955.83,0
TXN-00007971,2025-01-15,Geriatrics,GER-04,North,Retail,Public Health,40,42.04,1681.42,0.107,179.97,1501.45,0
TXN-00016156,2025-01-15,Allergy,ALL-06,West,Distributor,Tier-2 Clinics,35,57.69,2019.12,0.1719,347.11,1672.01,0
TXN-00017553,2025-01-15,Antibiotics,ANT-07,North,Retail,Tier-2 Clinics,17,52.06,884.98,0.1126,99.63,785.35,0
TXN-00022353,2025-01-15,Antivirals,ANT-05,West,Hospital,Tier-1 Hospitals,3,32.51,97.53,0.2221,21.66,75.87,0
TXN-00000050,2025-01-15,Dermatology,DER-01,North,Government,Independent Pharmacies,20,35.33,706.56,0.1995,140.97,565.58,0
TXN-00010100,2025-01-15,Respiratory,RES-06,South,Retail,Independent Pharmacies,21,32.01,672.24,0.1343,90.26,581.98,0
TXN-00014962,2025-01-15,Antidiabetics,ANT-02,East,Hospital,Specialty Centers,28,78.84,2207.42,0.1934,426.93,1780.49,0
TXN-00012178,2025-01-15,Vitamins,VIT-01,North,Online,Tier-2 Clinics,35,31.32,1096.19,0.3523,386.18,710.01,0
TXN-00001035,2025-01-15,Vitamins,VIT-03,Central,Distributor,Independent Pharmacies,40,29.89,1195.76,0.1729,206.74,989.02,0
TXN-00011770,2025-01-15,Endocrinology,END-07,West,Online,Retail Chains,9,34.67,312.0,0.1248,38.94,273.05,0
TXN-00021256,2025-01-15,Hormonal Therapy,HOR-05,North,Distributor,Public Health,19,56.29,1069.59,0.1142,122.14,947.45,0
TXN-00021573,2025-01-15,Geriatrics,GER-03,East,Retail,Tier-2 Clinics,42,36.16,1518.61,0.1168,177.3,1341.3,0
TXN-00011522,2025-01-15,Critical Care,CRI-07,East,Retail,Tier-1 Hospitals,11,33.27,366.02,0.1414,51.76,314.26,0
TXN-00012075,2025-01-15,Lipid Management,LIP-08,East,Government,Tier-2 Clinics,9,103.68,933.08,0.2361,220.29,712.79,0
TXN-00002063,2025-01-15,Oral Rehydration,ORA-03,Central,Hospital,Tier-2 Clinics,39,59.97,2338.94,0.2016,471.59,1867.35,0
TXN-00021505,2025-01-15,Diagnostic Aids,DIA-03,North,Retail,Tier-2 Clinics,59,147.58,8707.41,0.0435,379.11,8328.3,0
TXN-00014544,2025-01-15,Sleep Care,SLE-03,West,Distributor,Public Health,20,55.09,1101.85,0.191,210.4,891.45,0
TXN-00023666,2025-01-15,Cardiology,CAR-04,North,Hospital,Tier-1 Hospitals,13,72.86,947.17,0.1648,156.06,791.12,0
TXN-00022763,2025-01-15,Anti-tubercular,ANT-01,West,Retail,Tier-1 Hospitals,24,81.58,1957.93,0.1137,222.61,1735.32,0
TXN-00012659,2025-01-15,Analgesics,ANA-02,South,Online,Specialty Centers,4,96.95,387.79,0.3364,130.44,257.35,0
TXN-00001198,2025-01-15,Respiratory,RES-06,Central,Distributor,Tier-2 Clinics,21,39.07,820.53,0.1631,133.84,686.69,0
TXN-00018003,2025-01-15,Analgesics,ANA-03,East,Distributor,Independent Pharmacies,22,95.54,2101.88,0.2167,455.56,1646.32,0
TXN-00021123,2025-01-15,Cardiology,CAR-08,South,Hospital,Tier-2 Clinics,16,91.22,1459.59,0.2325,339.41,1120.18,1
TXN-00024603,2025-01-15,Anticoagulants,ANT-07,West,Hospital,Specialty Centers,7,33.34,233.39,0.1377,32.14,201.26,0
TXN-00015825,2025-01-15,Dental Care,DEN-08,North,Hospital,Specialty Centers,2,44.14,88.27,0.1652,14.58,73.69,0
TXN-00013148,2025-01-15,Ophthalmology,OPH-07,West,Online,Public Health,10,34.72,347.23,0.0484,16.79,330.43,0
TXN-00006029,2025-01-15,Anti-inflammatory,ANT-06,West,Online,Tier-1 Hospitals,24,50.12,1202.89,0.2369,284.91,917.98,0
TXN-00009264,2025-01-15,Anticoagulants,ANT-08,West,Retail,Independent Pharmacies,2,32.7,65.39,0.1075,7.03,58.37,0
TXN-00015653,2025-01-15,Anticoagulants,ANT-05,South,Retail,Tier-2 Clinics,7,34.79,243.53,0.1087,26.46,217.07,0
TXN-00019704,2025-01-15,Lipid Management,LIP-03,East,Retail,Tier-1 Hospitals,4,115.79,463.18,0.0792,36.69,426.49,0
TXN-00017735,2025-01-15,Cardiology,CAR-06,West,Online,Specialty Centers,8,84.42,675.38,0.0964,65.12,610.25,0
TXN-00003349,2025-01-15,Diagnostic Aids,DIA-06,North,Government,Tier-1 Hospitals,91,145.03,13198.09,0.2666,3517.97,9680.12,0
TXN-00006391,2025-01-15,Diagnostic Aids,DIA-06,North,Online,Tier-2 Clinics,39,153.28,5978.02,0.1857,1110.04,4867.98,1
TXN-00012218,2025-01-15,Respiratory,RES-01,North,Online,Tier-1 Hospitals,14,37.92,530.88,0.1339,71.09,459.79,0
TXN-00004619,2025-01-15,Anticoagulants,ANT-01,Central,Distributor,Retail Chains,6,34.62,207.69,0.3337,69.31,138.39,0
TXN-00009352,2025-01-15,Antihistamines,ANT-08,South,Government,Independent Pharmacies,32,63.37,2027.7,0.2217,449.57,1578.14,0
TXN-00003381,2025-01-16,Anti-tubercular,ANT-04,West,Online,Public Health,26,90.18,2344.56,0.1389,325.68,2018.88,0
TXN-00020000,2025-01-16,Cough Cold,COU-06,North,Distributor,Tier-2 Clinics,15,93.75,1406.29,0.2644,371.87,1034.41,0
TXN-00004982,2025-01-16,Hormonal Therapy,HOR-03,West,Hospital,Independent Pharmacies,9,53.18,478.64,0.0553,26.45,452.19,0
TXN-00001826,2025-01-16,Antifungals,ANT-08,South,Government,Specialty Centers,38,60.31,2291.66,0.2125,486.96,1804.69,0
TXN-00004089,2025-01-16,Allergy,ALL-06,West,Online,Tier-2 Clinics,17,58.91,1001.55,0.0836,83.7,917.85,0
TXN-00013401,2025-01-16,Weight Management,WEI-01,East,Retail,Tier-2 Clinics,45,38.59,1736.33,0.1228,213.27,1523.05,0
TXN-00021846,2025-01-16,Anti-inflammatory,ANT-08,West,Retail,Tier-1 Hospitals,29,54.51,1580.86,0.2172,343.34,1237.52,0
TXN-00017462,2025-01-16,Psychiatry,PSY-08,South,Online,Tier-2 Clinics,14,30.79,431.06,0.3227,139.12,291.94,0
TXN-00009094,2025-01-16,Fertility,FER-07,South,Online,Tier-2 Clinics,24,61.21,1468.96,0.167,245.33,1223.63,0
TXN-00007295,2025-01-16,Oral Rehydration,ORA-06,West,Hospital,Tier-2 Clinics,45,58.87,2649.07,0.2689,712.21,1936.86,1
TXN-00002126,2025-01-16,Geriatrics,GER-01,Central,Retail,Retail Chains,32,36.16,1157.22,0.1341,155.13,1002.09,0
TXN-00021904,2025-01-16,Cardiology,CAR-05,North,Government,Public Health,12,67.58,810.94,0.1178,95.51,715.43,0
TXN-00016982,2025-01-16,Respiratory,RES-08,South,Distributor,Public Health,40,45.42,1816.89,0.2207,401.07,1415.82,1
TXN-00002901,2025-01-16,Gastrointestinal,GAS-08,West,Distributor,Retail Chains,35,32.74,1145.99,0.1767,202.49,943.5,0
TXN-00021718,2025-01-16,Lipid Management,LIP-04,North,Government,Retail Chains,8,102.23,817.8,0.1961,160.39,657.41,0
TXN-00001149,2025-01-16,Antihistamines,ANT-03,West,Online,Tier-2 Clinics,25,59.56,1489.01,0.0632,94.16,1394.84,0
TXN-00011955,2025-01-16,Nephrology,NEP-03,North,Distributor,Specialty Centers,28,141.29,3956.24,0.2232,883.15,3073.1,0
TXN-00002081,2025-01-16,Endocrinology,END-06,West,Retail,Specialty Centers,24,41.64,999.28,0.1571,156.97,842.3,0
TXN-00013484,2025-01-16,Geriatrics,GER-01,North,Retail,Tier-2 Clinics,27,39.76,1073.45,0.0322,34.58,1038.88,0
TXN-00017004,2025-01-16,Anticoagulants,ANT-03,North,Distributor,Tier-2 Clinics,5,36.52,182.62,0.1679,30.67,151.95,0
TXN-00020430,2025-01-16,Anti-malarial,ANT-04,West,Online,Retail Chains,34,35.83,1218.16,0.0621,75.7,1142.45,0
